CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
Prompt Engineering for ChatGPT,Prompt Engineering for ChatGPT,Vanderbilt University,2543,4.8,Beginner level,"How to apply prompt engineering to effectively work with large language models, like ChatGPT
How to use prompt patterns to tap into powerful capabilities within large language models
How to create complex prompt-based applications for your life, business, or education
"
Natural Language Processing Specialization,Natural Language Processing Specialization,DeepLearning.AI,5364,4.6,Intermediate level,"Use logistic regression, naïve Bayes, and word vectors to implement sentiment analysis, complete analogies & translate words.
Use dynamic programming, hidden Markov models, and word embeddings to implement autocorrect, autocomplete & identify part-of-speech tags for words.
Use recurrent neural networks, LSTMs, GRUs & Siamese networks in Trax for sentiment analysis, text generation & named entity recognition.
Use encoder-decoder, causal, & self-attention to machine translate complete sentences, summarize text, build chatbots & question-answering.
"
Ask Questions to Make Data-Driven Decisions,Ask Questions to Make Data-Driven Decisions,Google,30448,4.7,Beginner level,"Explain how the problem-solving road map applies to typical analysis scenarios. 
Discuss the use of data in the decision-making process.
Demonstrate the use of spreadsheets to complete basic tasks of the data analyst including entering and organizing data.
Describe the key ideas associated with structured thinking.
"
Neural Networks and Deep Learning,Neural Networks and Deep Learning,DeepLearning.AI,120907,4.9,Intermediate level,
Advanced Learning Algorithms,Advanced Learning Algorithms,DeepLearning.AI,5073,4.9,Beginner level,"Build and train a neural network with TensorFlow to perform multi-class classification
Apply best practices for machine learning development so that your models generalize to data and tasks in the real world
Build and use decision trees and tree ensemble methods, including random forests and boosted trees
"
IBM Introduction to Machine Learning Specialization,IBM Introduction to Machine Learning Specialization,IBM,309,4.7,Intermediate level,"Understand the potential applications of machine learning
Gain technical skills like SQL, machine learning modelling, supervised and unsupervised learning, regression, and classification.
Identify opportunities to leverage machine learning in your organization or career
Communicate findings from your machine learning projects to experts and non-experts
"
Prepare Data for Exploration,Prepare Data for Exploration,Google,19054,4.8,Beginner level,"Explain what factors to consider when making decisions about data collection.
Discuss the difference between biased and unbiased data.
Describe databases with references to their functions and components.
Describe best practices for organizing data.
"
AI Product Management Specialization,AI Product Management Specialization,Duke University,430,4.7,Beginner level,"Identify when and how machine learning can applied to solve problems
Apply human-centered design practices to design AI product experiences that protect privacy and meet ethical standards
Lead machine learning projects using the data science process and best practices from industry
"
Introduction to Artificial Intelligence (AI),Introduction to Artificial Intelligence (AI),IBM,12693,4.7,Beginner level,"Describe what is AI, its applications, use cases, and how it is transforming our lives
Explain terms like Machine Learning, Deep Learning and Neural Networks 
Describe several issues and ethical concerns surrounding AI
Articulate advice from experts about learning and starting a career in AI 
"
Process Data from Dirty to Clean,Process Data from Dirty to Clean,Google,14719,4.8,Beginner level,"Define different types of data integrity and identify risks to data integrity.
Apply basic SQL functions to clean string variables in a database.
Develop basic SQL queries for use on databases.
Describe the process of verifying data cleaning results.
"
AI for Medicine Specialization,AI for Medicine Specialization,DeepLearning.AI,2092,4.7,Intermediate level,"Diagnose diseases from x-rays and 3D MRI brain images
Predict patient survival rates more accurately using tree-based models
Estimate treatment effects on patients using data from randomized trials
Automate the task of labeling medical datasets using natural language processing
"
Executive Data Science Specialization,Executive Data Science Specialization,Johns Hopkins University,7154,4.5,Beginner level,"Become conversant in the field and understand your role as a leader.
Recruit, assemble, evaluate, and develop a team with complementary skill sets and roles.
Navigate the structure of the data science pipeline by understanding the goals of each stage and keeping your team on target throughout.
Overcome the common challenges that frequently derail data science projects.
"
Generative Adversarial Networks (GANs) Specialization,Generative Adversarial Networks (GANs) Specialization,DeepLearning.AI,2114,4.7,Intermediate level,"Understand GAN components, build basic GANs using PyTorch and advanced DCGANs using convolutional layers, control your GAN and build conditional GAN
Compare generative models, use FID method to assess GAN fidelity and diversity, learn to detect bias in GAN, and implement StyleGAN techniques
Use GANs for data augmentation and privacy preservation, survey GANs applications, and examine and build Pix2Pix and CycleGAN for image translation
"
"Unsupervised Learning, Recommenders, Reinforcement Learning","Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,2597,4.9,Beginner level,"Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection
Build recommender systems with a collaborative filtering approach and a content-based deep learning method
Build a deep reinforcement learning model
"
